"GEO";"GEO_OBJECT";"SEX";"AGE";"EP_MEASURE";"OBS_STATUS_FR";TIME_PERIOD;OBS_VALUE
"30";"DEP";"_T";"_T";"POP";"D";2005;674062
"09";"DEP";"_T";"_T";"POP";"D";2005;144888
"68";"DEP";"_T";"_T";"POP";"D";2005;732242
"64";"DEP";"_T";"_T";"POP";"D";2005;631335
"47";"DEP";"_T";"_T";"POP";"D";2005;319719
"14";"DEP";"_T";"_T";"POP";"D";2005;668210
"16";"DEP";"_T";"_T";"POP";"D";2005;345911
"2B";"DEP";"_T";"_T";"POP";"D";2005;155964
"90";"DEP";"_T";"_T";"POP";"D";2005;140672
"04";"DEP";"_T";"_T";"POP";"D";2005;152376
"26";"DEP";"_T";"_T";"POP";"D";2005;463976
"25";"DEP";"_T";"_T";"POP";"D";2005;513571
"971";"DEP";"_T";"_T";"POP";"D";2005;399178
"58";"DEP";"_T";"_T";"POP";"D";2005;222711
"70";"DEP";"_T";"_T";"POP";"D";2005;234934
"46";"DEP";"_T";"_T";"POP";"D";2005;168271
"13";"DEP";"_T";"_T";"POP";"D";2005;1921821
"39";"DEP";"_T";"_T";"POP";"D";2005;256567
"86";"DEP";"_T";"_T";"POP";"D";2005;415437
"41";"DEP";"_T";"_T";"POP";"D";2005;323489
"74";"DEP";"_T";"_T";"POP";"D";2005;686622
"27";"DEP";"_T";"_T";"POP";"D";2005;563316
"37";"DEP";"_T";"_T";"POP";"D";2005;576366
"56";"DEP";"_T";"_T";"POP";"D";2005;687480
"73";"DEP";"_T";"_T";"POP";"D";2005;398546
"66";"DEP";"_T";"_T";"POP";"D";2005;426008
"08";"DEP";"_T";"_T";"POP";"D";2005;286425
"22";"DEP";"_T";"_T";"POP";"D";2005;566688
"973";"DEP";"_T";"_T";"POP";"D";2005;199206
"50";"DEP";"_T";"_T";"POP";"D";2005;491110
"83";"DEP";"_T";"_T";"POP";"D";2005;972379
"94";"DEP";"_T";"_T";"POP";"D";2005;1287350
"33";"DEP";"_T";"_T";"POP";"D";2005;1377991
"81";"DEP";"_T";"_T";"POP";"D";2005;361932
"92";"DEP";"_T";"_T";"POP";"D";2005;1520106
"65";"DEP";"_T";"_T";"POP";"D";2005;227083
"23";"DEP";"_T";"_T";"POP";"D";2005;123423
"59";"DEP";"_T";"_T";"POP";"D";2005;2563886
"91";"DEP";"_T";"_T";"POP";"D";2005;1188351
"67";"DEP";"_T";"_T";"POP";"D";2005;1071160
"55";"DEP";"_T";"_T";"POP";"D";2005;193637
"95";"DEP";"_T";"_T";"POP";"D";2005;1148764
"93";"DEP";"_T";"_T";"POP";"D";2005;1474920
"80";"DEP";"_T";"_T";"POP";"D";2005;563218
"974";"DEP";"_T";"_T";"POP";"D";2005;772907
"01";"DEP";"_T";"_T";"POP";"D";2005;558968
"31";"DEP";"_T";"_T";"POP";"D";2005;1165193
"61";"DEP";"_T";"_T";"POP";"D";2005;293105
"87";"DEP";"_T";"_T";"POP";"D";2005;364879
"57";"DEP";"_T";"_T";"POP";"D";2005;1034768
"19";"DEP";"_T";"_T";"POP";"D";2005;239185
"51";"DEP";"_T";"_T";"POP";"D";2005;565675
"05";"DEP";"_T";"_T";"POP";"D";2006;130752
"53";"DEP";"_T";"_T";"POP";"D";2006;299000
"67";"DEP";"_T";"_T";"POP";"D";2006;1079016
"59";"DEP";"_T";"_T";"POP";"D";2006;2565257
"71";"DEP";"_T";"_T";"POP";"D";2006;549361
"01";"DEP";"_T";"_T";"POP";"D";2006;566740
"50";"DEP";"_T";"_T";"POP";"D";2006;492563
"94";"DEP";"_T";"_T";"POP";"D";2006;1298340
"36";"DEP";"_T";"_T";"POP";"D";2006;232959
"14";"DEP";"_T";"_T";"POP";"D";2006;671351
"35";"DEP";"_T";"_T";"POP";"D";2006;945851
"34";"DEP";"_T";"_T";"POP";"D";2006;1001041
"79";"DEP";"_T";"_T";"POP";"D";2006;359711
"26";"DEP";"_T";"_T";"POP";"D";2006;468608
"77";"DEP";"_T";"_T";"POP";"D";2006;1273488
"64";"DEP";"_T";"_T";"POP";"D";2006;636849
"47";"DEP";"_T";"_T";"POP";"D";2006;322292
"21";"DEP";"_T";"_T";"POP";"D";2006;517168
"19";"DEP";"_T";"_T";"POP";"D";2006;240363
"82";"DEP";"_T";"_T";"POP";"D";2006;226849
"11";"DEP";"_T";"_T";"POP";"D";2006;341022
"89";"DEP";"_T";"_T";"POP";"D";2006;340088
"974";"DEP";"_T";"_T";"POP";"D";2006;781962
"973";"DEP";"_T";"_T";"POP";"D";2006;205954
"15";"DEP";"_T";"_T";"POP";"D";2006;149682
"55";"DEP";"_T";"_T";"POP";"D";2006;193696
"37";"DEP";"_T";"_T";"POP";"D";2006;580312
"06";"DEP";"_T";"_T";"POP";"D";2006;1073184
"28";"DEP";"_T";"_T";"POP";"D";2006;421114
"75";"DEP";"_T";"_T";"POP";"D";2006;2181371
"78";"DEP";"_T";"_T";"POP";"D";2006;1395804
"39";"DEP";"_T";"_T";"POP";"D";2006;257399
"38";"DEP";"_T";"_T";"POP";"D";2006;1169491
"85";"DEP";"_T";"_T";"POP";"D";2006;597185
"92";"DEP";"_T";"_T";"POP";"D";2006;1536100
"46";"DEP";"_T";"_T";"POP";"D";2006;169531
"95";"DEP";"_T";"_T";"POP";"D";2006;1157052
"2A";"DEP";"_T";"_T";"POP";"D";2006;135718
"32";"DEP";"_T";"_T";"POP";"D";2006;181375
"91";"DEP";"_T";"_T";"POP";"D";2006;1198273
"76";"DEP";"_T";"_T";"POP";"D";2006;1243834
"10";"DEP";"_T";"_T";"POP";"D";2006;299704
"18";"DEP";"_T";"_T";"POP";"D";2006;314675
"83";"DEP";"_T";"_T";"POP";"D";2006;985099
"48";"DEP";"_T";"_T";"POP";"D";2006;76800
"57";"DEP";"_T";"_T";"POP";"D";2006;1036776
"73";"DEP";"_T";"_T";"POP";"D";2006;403090
"33";"DEP";"_T";"_T";"POP";"D";2006;1393758
"02";"DEP";"_T";"_T";"POP";"D";2006;537061
"56";"DEP";"_T";"_T";"POP";"D";2006;694821
"54";"DEP";"_T";"_T";"POP";"D";2006;725302
"12";"DEP";"_T";"_T";"POP";"D";2006;273377
"81";"DEP";"_T";"_T";"POP";"D";2006;365335
"07";"DEP";"_T";"_T";"POP";"D";2006;306238
"44";"DEP";"_T";"_T";"POP";"D";2006;1234085
"972";"DEP";"_T";"_T";"POP";"D";2006;397732
"45";"DEP";"_T";"_T";"POP";"D";2006;645325
"61";"DEP";"_T";"_T";"POP";"D";2006;292879
"74";"DEP";"_T";"_T";"POP";"D";2006;696255
"22";"DEP";"_T";"_T";"POP";"D";2006;570861
"24";"DEP";"_T";"_T";"POP";"D";2006;404052
"2B";"DEP";"_T";"_T";"POP";"D";2006;158400
"58";"DEP";"_T";"_T";"POP";"D";2006;222220
"17";"DEP";"_T";"_T";"POP";"D";2006;598915
"31";"DEP";"_T";"_T";"POP";"D";2006;1186330
"30";"DEP";"_T";"_T";"POP";"D";2006;683169
"23";"DEP";"_T";"_T";"POP";"D";2006;123401
"971";"DEP";"_T";"_T";"POP";"D";2006;400736
"86";"DEP";"_T";"_T";"POP";"D";2006;418460
"60";"DEP";"_T";"_T";"POP";"D";2006;792975
"42";"DEP";"_T";"_T";"POP";"D";2006;741269
"43";"DEP";"_T";"_T";"POP";"D";2006;219484
"16";"DEP";"_T";"_T";"POP";"D";2006;347037
"27";"DEP";"_T";"_T";"POP";"D";2006;567221
"63";"DEP";"_T";"_T";"POP";"D";2006;623463
"87";"DEP";"_T";"_T";"POP";"D";2006;367156
"90";"DEP";"_T";"_T";"POP";"D";2006;141201
"66";"DEP";"_T";"_T";"POP";"D";2006;432112
"09";"DEP";"_T";"_T";"POP";"D";2006;146289
"84";"DEP";"_T";"_T";"POP";"D";2006;534291
"62";"DEP";"_T";"_T";"POP";"D";2006;1453387
"13";"DEP";"_T";"_T";"POP";"D";2006;1937405
"88";"DEP";"_T";"_T";"POP";"D";2006;379975
"70";"DEP";"_T";"_T";"POP";"D";2006;235867
"68";"DEP";"_T";"_T";"POP";"D";2006;736477
"29";"DEP";"_T";"_T";"POP";"D";2006;883001
"49";"DEP";"_T";"_T";"POP";"D";2006;766659
"80";"DEP";"_T";"_T";"POP";"D";2006;564319
"04";"DEP";"_T";"_T";"POP";"D";2006;154501
"41";"DEP";"_T";"_T";"POP";"D";2006;325182
"52";"DEP";"_T";"_T";"POP";"D";2006;187652
"72";"DEP";"_T";"_T";"POP";"D";2006;553484
"65";"DEP";"_T";"_T";"POP";"D";2006;227736
"08";"DEP";"_T";"_T";"POP";"D";2006;285653
"25";"DEP";"_T";"_T";"POP";"D";2006;516157
"40";"DEP";"_T";"_T";"POP";"D";2006;362827
"69";"DEP";"_T";"_T";"POP";"D";2006;1669655
"51";"DEP";"_T";"_T";"POP";"D";2006;565841
"03";"DEP";"_T";"_T";"POP";"D";2006;343309
"93";"DEP";"_T";"_T";"POP";"D";2006;1491970
"77";"DEP";"_T";"_T";"POP";"D";2007;1289524
"71";"DEP";"_T";"_T";"POP";"D";2007;551842
"48";"DEP";"_T";"_T";"POP";"D";2007;76880
"52";"DEP";"_T";"_T";"POP";"D";2007;187407
"08";"DEP";"_T";"_T";"POP";"D";2007;284749
"06";"DEP";"_T";"_T";"POP";"D";2007;1082465
"39";"DEP";"_T";"_T";"POP";"D";2007;258897
"971";"DEP";"_T";"_T";"POP";"D";2007;400584
"70";"DEP";"_T";"_T";"POP";"D";2007;237197
"61";"DEP";"_T";"_T";"POP";"D";2007;292609
"74";"DEP";"_T";"_T";"POP";"D";2007;706708
"07";"DEP";"_T";"_T";"POP";"D";2007;309456
"09";"DEP";"_T";"_T";"POP";"D";2007;148568
"91";"DEP";"_T";"_T";"POP";"D";2007;1201994
"53";"DEP";"_T";"_T";"POP";"D";2007;300643
"24";"DEP";"_T";"_T";"POP";"D";2007;406793
"64";"DEP";"_T";"_T";"POP";"D";2007;643090
"46";"DEP";"_T";"_T";"POP";"D";2007;171173
"79";"DEP";"_T";"_T";"POP";"D";2007;362944
"92";"DEP";"_T";"_T";"POP";"D";2007;1544411
"34";"DEP";"_T";"_T";"POP";"D";2007;1011207
"85";"DEP";"_T";"_T";"POP";"D";2007;607430
"72";"DEP";"_T";"_T";"POP";"D";2007;556946
"30";"DEP";"_T";"_T";"POP";"D";2007;689847
"10";"DEP";"_T";"_T";"POP";"D";2007;300840
"75";"DEP";"_T";"_T";"POP";"D";2007;2193030
"27";"DEP";"_T";"_T";"POP";"D";2007;572105
"44";"DEP";"_T";"_T";"POP";"D";2007;1246798
"26";"DEP";"_T";"_T";"POP";"D";2007;473428
"22";"DEP";"_T";"_T";"POP";"D";2007;576049
"87";"DEP";"_T";"_T";"POP";"D";2007;371102
"49";"DEP";"_T";"_T";"POP";"D";2007;770777
"45";"DEP";"_T";"_T";"POP";"D";2007;647733
"35";"DEP";"_T";"_T";"POP";"D";2007;955846
"63";"DEP";"_T";"_T";"POP";"D";2007;626639
"974";"DEP";"_T";"_T";"POP";"D";2007;794107
"38";"DEP";"_T";"_T";"POP";"D";2007;1178714
"18";"DEP";"_T";"_T";"POP";"D";2007;314599
"68";"DEP";"_T";"_T";"POP";"D";2007;742408
"80";"DEP";"_T";"_T";"POP";"D";2007;565910
"66";"DEP";"_T";"_T";"POP";"D";2007;437157
"17";"DEP";"_T";"_T";"POP";"D";2007;605410
"21";"DEP";"_T";"_T";"POP";"D";2007;519143
"04";"DEP";"_T";"_T";"POP";"D";2007;156067
"89";"DEP";"_T";"_T";"POP";"D";2007;341418
"11";"DEP";"_T";"_T";"POP";"D";2007;345779
"29";"DEP";"_T";"_T";"POP";"D";2007;885906
"15";"DEP";"_T";"_T";"POP";"D";2007;149057
"84";"DEP";"_T";"_T";"POP";"D";2007;538141
"93";"DEP";"_T";"_T";"POP";"D";2007;1502340
"88";"DEP";"_T";"_T";"POP";"D";2007;380304
"58";"DEP";"_T";"_T";"POP";"D";2007;221488
"973";"DEP";"_T";"_T";"POP";"D";2007;213031
"56";"DEP";"_T";"_T";"POP";"D";2007;702487
"33";"DEP";"_T";"_T";"POP";"D";2007;1409345
"78";"DEP";"_T";"_T";"POP";"D";2007;1403957
"28";"DEP";"_T";"_T";"POP";"D";2007;422411
"25";"DEP";"_T";"_T";"POP";"D";2007;520133
"94";"DEP";"_T";"_T";"POP";"D";2007;1302889
"50";"DEP";"_T";"_T";"POP";"D";2007;495153
"67";"DEP";"_T";"_T";"POP";"D";2007;1084840
"55";"DEP";"_T";"_T";"POP";"D";2007;193962
"51";"DEP";"_T";"_T";"POP";"D";2007;566491
"40";"DEP";"_T";"_T";"POP";"D";2007;367492
"47";"DEP";"_T";"_T";"POP";"D";2007;324170
"13";"DEP";"_T";"_T";"POP";"D";2007;1958926
"2A";"DEP";"_T";"_T";"POP";"D";2007;139362
"32";"DEP";"_T";"_T";"POP";"D";2007;183615
"14";"DEP";"_T";"_T";"POP";"D";2007;673667
"60";"DEP";"_T";"_T";"POP";"D";2007;796624
"01";"DEP";"_T";"_T";"POP";"D";2007;574377
"73";"DEP";"_T";"_T";"POP";"D";2007;405535
"36";"DEP";"_T";"_T";"POP";"D";2007;232799
"57";"DEP";"_T";"_T";"POP";"D";2007;1039023
"62";"DEP";"_T";"_T";"POP";"D";2007;1456726
"03";"DEP";"_T";"_T";"POP";"D";2007;343114
"19";"DEP";"_T";"_T";"POP";"D";2007;242038
"81";"DEP";"_T";"_T";"POP";"D";2007;369189
"02";"DEP";"_T";"_T";"POP";"D";2007;537820
"65";"DEP";"_T";"_T";"POP";"D";2007;228594
"54";"DEP";"_T";"_T";"POP";"D";2007;726592
"90";"DEP";"_T";"_T";"POP";"D";2007;142444
"37";"DEP";"_T";"_T";"POP";"D";2007;583086
"76";"DEP";"_T";"_T";"POP";"D";2007;1244611
"69";"DEP";"_T";"_T";"POP";"D";2007;1677073
"43";"DEP";"_T";"_T";"POP";"D";2007;220437
"41";"DEP";"_T";"_T";"POP";"D";2007;326291
"86";"DEP";"_T";"_T";"POP";"D";2007;421891
"82";"DEP";"_T";"_T";"POP";"D";2007;231763
"31";"DEP";"_T";"_T";"POP";"D";2007;1202920
"23";"DEP";"_T";"_T";"POP";"D";2007;123861
"16";"DEP";"_T";"_T";"POP";"D";2007;349535
"05";"DEP";"_T";"_T";"POP";"D";2007;132482
"95";"DEP";"_T";"_T";"POP";"D";2007;1160721
"42";"DEP";"_T";"_T";"POP";"D";2007;740668
"59";"DEP";"_T";"_T";"POP";"D";2007;2564950
"2B";"DEP";"_T";"_T";"POP";"D";2007;159847
"12";"DEP";"_T";"_T";"POP";"D";2007;274425
"83";"DEP";"_T";"_T";"POP";"D";2007;995934
"972";"DEP";"_T";"_T";"POP";"D";2007;397730
"60";"DEP";"_T";"_T";"POP";"D";2008;799725
"62";"DEP";"_T";"_T";"POP";"D";2008;1459531
"61";"DEP";"_T";"_T";"POP";"D";2008;292282
"12";"DEP";"_T";"_T";"POP";"D";2008;275889
"45";"DEP";"_T";"_T";"POP";"D";2008;650769
"22";"DEP";"_T";"_T";"POP";"D";2008;581570
"53";"DEP";"_T";"_T";"POP";"D";2008;302983
"76";"DEP";"_T";"_T";"POP";"D";2008;1248580
"18";"DEP";"_T";"_T";"POP";"D";2008;313251
"11";"DEP";"_T";"_T";"POP";"D";2008;349237
"91";"DEP";"_T";"_T";"POP";"D";2008;1205850
"14";"DEP";"_T";"_T";"POP";"D";2008;678206
"95";"DEP";"_T";"_T";"POP";"D";2008;1165397
"34";"DEP";"_T";"_T";"POP";"D";2008;1019798
"38";"DEP";"_T";"_T";"POP";"D";2008;1188660
"37";"DEP";"_T";"_T";"POP";"D";2008;585406
"55";"DEP";"_T";"_T";"POP";"D";2008;194218
"63";"DEP";"_T";"_T";"POP";"D";2008;628485
"35";"DEP";"_T";"_T";"POP";"D";2008;967588
"59";"DEP";"_T";"_T";"POP";"D";2008;2564959
"92";"DEP";"_T";"_T";"POP";"D";2008;1549619
"971";"DEP";"_T";"_T";"POP";"D";2008;401784
"69";"DEP";"_T";"_T";"POP";"D";2008;1690498
"88";"DEP";"_T";"_T";"POP";"D";2008;380145
"15";"DEP";"_T";"_T";"POP";"D";2008;148737
"86";"DEP";"_T";"_T";"POP";"D";2008;424354
"33";"DEP";"_T";"_T";"POP";"D";2008;1421276
"19";"DEP";"_T";"_T";"POP";"D";2008;242896
"21";"DEP";"_T";"_T";"POP";"D";2008;521608
"93";"DEP";"_T";"_T";"POP";"D";2008;1506466
"36";"DEP";"_T";"_T";"POP";"D";2008;232004
"02";"DEP";"_T";"_T";"POP";"D";2008;538790
"974";"DEP";"_T";"_T";"POP";"D";2008;808250
"40";"DEP";"_T";"_T";"POP";"D";2008;373142
"32";"DEP";"_T";"_T";"POP";"D";2008;185266
"973";"DEP";"_T";"_T";"POP";"D";2008;219266
"06";"DEP";"_T";"_T";"POP";"D";2008;1084428
"54";"DEP";"_T";"_T";"POP";"D";2008;729768
"09";"DEP";"_T";"_T";"POP";"D";2008;150201
"64";"DEP";"_T";"_T";"POP";"D";2008;647420
"17";"DEP";"_T";"_T";"POP";"D";2008;611714
"82";"DEP";"_T";"_T";"POP";"D";2008;235915
"39";"DEP";"_T";"_T";"POP";"D";2008;260740
"25";"DEP";"_T";"_T";"POP";"D";2008;522685
"56";"DEP";"_T";"_T";"POP";"D";2008;710034
"16";"DEP";"_T";"_T";"POP";"D";2008;351581
"78";"DEP";"_T";"_T";"POP";"D";2008;1406053
"58";"DEP";"_T";"_T";"POP";"D";2008;220653
"79";"DEP";"_T";"_T";"POP";"D";2008;365059
"05";"DEP";"_T";"_T";"POP";"D";2008;134205
"2A";"DEP";"_T";"_T";"POP";"D";2008;140953
"66";"DEP";"_T";"_T";"POP";"D";2008;441387
"972";"DEP";"_T";"_T";"POP";"D";2008;397693
"80";"DEP";"_T";"_T";"POP";"D";2008;568086
"81";"DEP";"_T";"_T";"POP";"D";2008;371738
"50";"DEP";"_T";"_T";"POP";"D";2008;496937
"26";"DEP";"_T";"_T";"POP";"D";2008;478069
"23";"DEP";"_T";"_T";"POP";"D";2008;123907
"30";"DEP";"_T";"_T";"POP";"D";2008;694323
"89";"DEP";"_T";"_T";"POP";"D";2008;342359
"01";"DEP";"_T";"_T";"POP";"D";2008;581355
"03";"DEP";"_T";"_T";"POP";"D";2008;342807
"68";"DEP";"_T";"_T";"POP";"D";2008;746072
"31";"DEP";"_T";"_T";"POP";"D";2008;1217344
"83";"DEP";"_T";"_T";"POP";"D";2008;1001408
"46";"DEP";"_T";"_T";"POP";"D";2008;172796
"73";"DEP";"_T";"_T";"POP";"D";2008;408842
"94";"DEP";"_T";"_T";"POP";"D";2008;1310876
"51";"DEP";"_T";"_T";"POP";"D";2008;566010
"07";"DEP";"_T";"_T";"POP";"D";2008;311452
"49";"DEP";"_T";"_T";"POP";"D";2008;774823
"43";"DEP";"_T";"_T";"POP";"D";2008;221834
"13";"DEP";"_T";"_T";"POP";"D";2008;1966005
"48";"DEP";"_T";"_T";"POP";"D";2008;76973
"72";"DEP";"_T";"_T";"POP";"D";2008;559587
"28";"DEP";"_T";"_T";"POP";"D";2008;423559
"71";"DEP";"_T";"_T";"POP";"D";2008;553968
"47";"DEP";"_T";"_T";"POP";"D";2008;326399
"74";"DEP";"_T";"_T";"POP";"D";2008;716277
"90";"DEP";"_T";"_T";"POP";"D";2008;141958
"77";"DEP";"_T";"_T";"POP";"D";2008;1303702
"67";"DEP";"_T";"_T";"POP";"D";2008;1091015
"42";"DEP";"_T";"_T";"POP";"D";2008;742076
"52";"DEP";"_T";"_T";"POP";"D";2008;186470
"29";"DEP";"_T";"_T";"POP";"D";2008;890509
"70";"DEP";"_T";"_T";"POP";"D";2008;238548
"75";"DEP";"_T";"_T";"POP";"D";2008;2211297
"04";"DEP";"_T";"_T";"POP";"D";2008;157965
"84";"DEP";"_T";"_T";"POP";"D";2008;538902
"41";"DEP";"_T";"_T";"POP";"D";2008;326599
"2B";"DEP";"_T";"_T";"POP";"D";2008;162013
"10";"DEP";"_T";"_T";"POP";"D";2008;301327
"08";"DEP";"_T";"_T";"POP";"D";2008;284197
"57";"DEP";"_T";"_T";"POP";"D";2008;1042230
"44";"DEP";"_T";"_T";"POP";"D";2008;1255871
"85";"DEP";"_T";"_T";"POP";"D";2008;616906
"24";"DEP";"_T";"_T";"POP";"D";2008;409388
"27";"DEP";"_T";"_T";"POP";"D";2008;577087
"87";"DEP";"_T";"_T";"POP";"D";2008;373940
"65";"DEP";"_T";"_T";"POP";"D";2008;229079
"09";"DEP";"_T";"_T";"POP";"D";2009;151117
"62";"DEP";"_T";"_T";"POP";"D";2009;1461257
"57";"DEP";"_T";"_T";"POP";"D";2009;1044898
"75";"DEP";"_T";"_T";"POP";"D";2009;2234105
"88";"DEP";"_T";"_T";"POP";"D";2009;380192
"65";"DEP";"_T";"_T";"POP";"D";2009;229670
"69";"DEP";"_T";"_T";"POP";"D";2009;1708671
"32";"DEP";"_T";"_T";"POP";"D";2009;187181
"95";"DEP";"_T";"_T";"POP";"D";2009;1168892
"71";"DEP";"_T";"_T";"POP";"D";2009;554720
"44";"DEP";"_T";"_T";"POP";"D";2009;1266358
"16";"DEP";"_T";"_T";"POP";"D";2009;351563
"86";"DEP";"_T";"_T";"POP";"D";2009;426066
"92";"DEP";"_T";"_T";"POP";"D";2009;1561745
"33";"DEP";"_T";"_T";"POP";"D";2009;1434661
"2B";"DEP";"_T";"_T";"POP";"D";2009;164344
"80";"DEP";"_T";"_T";"POP";"D";2009;569775
"90";"DEP";"_T";"_T";"POP";"D";2009;142461
"971";"DEP";"_T";"_T";"POP";"D";2009;401554
"67";"DEP";"_T";"_T";"POP";"D";2009;1094439
"58";"DEP";"_T";"_T";"POP";"D";2009;220199
"08";"DEP";"_T";"_T";"POP";"D";2009;283296
"66";"DEP";"_T";"_T";"POP";"D";2009;445890
"50";"DEP";"_T";"_T";"POP";"D";2009;497762
"85";"DEP";"_T";"_T";"POP";"D";2009;626411
"78";"DEP";"_T";"_T";"POP";"D";2009;1407560
"61";"DEP";"_T";"_T";"POP";"D";2009;292210
"49";"DEP";"_T";"_T";"POP";"D";2009;780082
"72";"DEP";"_T";"_T";"POP";"D";2009;561050
"15";"DEP";"_T";"_T";"POP";"D";2009;148380
"03";"DEP";"_T";"_T";"POP";"D";2009;343046
"28";"DEP";"_T";"_T";"POP";"D";2009;425502
"35";"DEP";"_T";"_T";"POP";"D";2009;977449
"21";"DEP";"_T";"_T";"POP";"D";2009;524144
"972";"DEP";"_T";"_T";"POP";"D";2009;396404
"39";"DEP";"_T";"_T";"POP";"D";2009;261277
"48";"DEP";"_T";"_T";"POP";"D";2009;77163
"51";"DEP";"_T";"_T";"POP";"D";2009;566145
"53";"DEP";"_T";"_T";"POP";"D";2009;305147
"42";"DEP";"_T";"_T";"POP";"D";2009;746115
"87";"DEP";"_T";"_T";"POP";"D";2009;374849
"01";"DEP";"_T";"_T";"POP";"D";2009;588853
"23";"DEP";"_T";"_T";"POP";"D";2009;123584
"94";"DEP";"_T";"_T";"POP";"D";2009;1318537
"68";"DEP";"_T";"_T";"POP";"D";2009;748614
"02";"DEP";"_T";"_T";"POP";"D";2009;539870
"56";"DEP";"_T";"_T";"POP";"D";2009;716182
"2A";"DEP";"_T";"_T";"POP";"D";2009;141330
"37";"DEP";"_T";"_T";"POP";"D";2009;588420
"30";"DEP";"_T";"_T";"POP";"D";2009;701883
"73";"DEP";"_T";"_T";"POP";"D";2009;411007
"40";"DEP";"_T";"_T";"POP";"D";2009;379341
"34";"DEP";"_T";"_T";"POP";"D";2009;1031974
"55";"DEP";"_T";"_T";"POP";"D";2009;194003
"76";"DEP";"_T";"_T";"POP";"D";2009;1250120
"18";"DEP";"_T";"_T";"POP";"D";2009;311022
"17";"DEP";"_T";"_T";"POP";"D";2009;616607
"04";"DEP";"_T";"_T";"POP";"D";2009;159450
"52";"DEP";"_T";"_T";"POP";"D";2009;185214
"26";"DEP";"_T";"_T";"POP";"D";2009;482984
"84";"DEP";"_T";"_T";"POP";"D";2009;540065
"29";"DEP";"_T";"_T";"POP";"D";2009;893914
"13";"DEP";"_T";"_T";"POP";"D";2009;1967299
"79";"DEP";"_T";"_T";"POP";"D";2009;366339
"59";"DEP";"_T";"_T";"POP";"D";2009;2571940
"82";"DEP";"_T";"_T";"POP";"D";2009;239291
"41";"DEP";"_T";"_T";"POP";"D";2009;327868
"63";"DEP";"_T";"_T";"POP";"D";2009;629416
"22";"DEP";"_T";"_T";"POP";"D";2009;587519
"10";"DEP";"_T";"_T";"POP";"D";2009;303298
"38";"DEP";"_T";"_T";"POP";"D";2009;1197038
"89";"DEP";"_T";"_T";"POP";"D";2009;343377
"31";"DEP";"_T";"_T";"POP";"D";2009;1230820
"07";"DEP";"_T";"_T";"POP";"D";2009;313578
"24";"DEP";"_T";"_T";"POP";"D";2009;412082
"74";"DEP";"_T";"_T";"POP";"D";2009;725794
"05";"DEP";"_T";"_T";"POP";"D";2009;135836
"36";"DEP";"_T";"_T";"POP";"D";2009;232268
"47";"DEP";"_T";"_T";"POP";"D";2009;329697
"70";"DEP";"_T";"_T";"POP";"D";2009;239194
"25";"DEP";"_T";"_T";"POP";"D";2009;525276
"54";"DEP";"_T";"_T";"POP";"D";2009;731019
"64";"DEP";"_T";"_T";"POP";"D";2009;650356
"81";"DEP";"_T";"_T";"POP";"D";2009;374018
"06";"DEP";"_T";"_T";"POP";"D";2009;1079100
"27";"DEP";"_T";"_T";"POP";"D";2009;582822
"93";"DEP";"_T";"_T";"POP";"D";2009;1515983
"19";"DEP";"_T";"_T";"POP";"D";2009;243352
"11";"DEP";"_T";"_T";"POP";"D";2009;353980
"12";"DEP";"_T";"_T";"POP";"D";2009;277048
"45";"DEP";"_T";"_T";"POP";"D";2009;653510
"83";"DEP";"_T";"_T";"POP";"D";2009;1007303
"974";"DEP";"_T";"_T";"POP";"D";2009;816364
"973";"DEP";"_T";"_T";"POP";"D";2009;224469
"91";"DEP";"_T";"_T";"POP";"D";2009;1208004
"14";"DEP";"_T";"_T";"POP";"D";2009;680908
"43";"DEP";"_T";"_T";"POP";"D";2009;223122
"77";"DEP";"_T";"_T";"POP";"D";2009;1313414
"60";"DEP";"_T";"_T";"POP";"D";2009;801512
"46";"DEP";"_T";"_T";"POP";"D";2009;173562
"13";"DEP";"_T";"_T";"POP";"D";2010;1972018
"27";"DEP";"_T";"_T";"POP";"D";2010;586543
"23";"DEP";"_T";"_T";"POP";"D";2010;123029
"40";"DEP";"_T";"_T";"POP";"D";2010;384320
"74";"DEP";"_T";"_T";"POP";"D";2010;738088
"90";"DEP";"_T";"_T";"POP";"D";2010;142911
"69";"DEP";"_T";"_T";"POP";"D";2010;1725177
"12";"DEP";"_T";"_T";"POP";"D";2010;276805
"87";"DEP";"_T";"_T";"POP";"D";2010;376191
"41";"DEP";"_T";"_T";"POP";"D";2010;330079
"05";"DEP";"_T";"_T";"POP";"D";2010;136971
"2B";"DEP";"_T";"_T";"POP";"D";2010;166093
"30";"DEP";"_T";"_T";"POP";"D";2010;709700
"89";"DEP";"_T";"_T";"POP";"D";2010;342510
"50";"DEP";"_T";"_T";"POP";"D";2010;498747
"21";"DEP";"_T";"_T";"POP";"D";2010;524358
"46";"DEP";"_T";"_T";"POP";"D";2010;174578
"59";"DEP";"_T";"_T";"POP";"D";2010;2576770
"19";"DEP";"_T";"_T";"POP";"D";2010;243551
"92";"DEP";"_T";"_T";"POP";"D";2010;1572490
"45";"DEP";"_T";"_T";"POP";"D";2010;656105
"10";"DEP";"_T";"_T";"POP";"D";2010;303327
"94";"DEP";"_T";"_T";"POP";"D";2010;1327732
"04";"DEP";"_T";"_T";"POP";"D";2010;160149
