"GEO";"GEO_OBJECT";"SEX";"AGE";"EP_MEASURE";"OBS_STATUS_FR";TIME_PERIOD;OBS_VALUE
"87";"DEP";"_T";"_T";"POP";"D";2000;355315
"46";"DEP";"_T";"_T";"POP";"D";2000;161375
"36";"DEP";"_T";"_T";"POP";"D";2000;231441
"07";"DEP";"_T";"_T";"POP";"D";2000;288386
"75";"DEP";"_T";"_T";"POP";"D";2000;2129731
"85";"DEP";"_T";"_T";"POP";"D";2000;546334
"14";"DEP";"_T";"_T";"POP";"D";2000;651193
"51";"DEP";"_T";"_T";"POP";"D";2000;565189
"88";"DEP";"_T";"_T";"POP";"D";2000;381027
"48";"DEP";"_T";"_T";"POP";"D";2000;73851
"68";"DEP";"_T";"_T";"POP";"D";2000;711457
"19";"DEP";"_T";"_T";"POP";"D";2000;233631
"971";"DEP";"_T";"_T";"POP";"D";2000;388045
"34";"DEP";"_T";"_T";"POP";"D";2000;907747
"63";"DEP";"_T";"_T";"POP";"D";2000;606467
"57";"DEP";"_T";"_T";"POP";"D";2000;1025516
"56";"DEP";"_T";"_T";"POP";"D";2000;649831
"83";"DEP";"_T";"_T";"POP";"D";2000;908895
"04";"DEP";"_T";"_T";"POP";"D";2000;141454
"55";"DEP";"_T";"_T";"POP";"D";2000;192682
"67";"DEP";"_T";"_T";"POP";"D";2000;1032498
"49";"DEP";"_T";"_T";"POP";"D";2000;736867
"16";"DEP";"_T";"_T";"POP";"D";2000;340761
"90";"DEP";"_T";"_T";"POP";"D";2000;137898
"21";"DEP";"_T";"_T";"POP";"D";2000;508015
"11";"DEP";"_T";"_T";"POP";"D";2000;313341
"974";"DEP";"_T";"_T";"POP";"D";2000;716314
"02";"DEP";"_T";"_T";"POP";"D";2000;536260
"11";"DEP";"_T";"_T";"POP";"D";2001;317549
"84";"DEP";"_T";"_T";"POP";"D";2001;508497
"29";"DEP";"_T";"_T";"POP";"D";2001;860540
"22";"DEP";"_T";"_T";"POP";"D";2001;549503
"05";"DEP";"_T";"_T";"POP";"D";2001;123873
"33";"DEP";"_T";"_T";"POP";"D";2001;1314667
"88";"DEP";"_T";"_T";"POP";"D";2001;380956
"38";"DEP";"_T";"_T";"POP";"D";2001;1113017
"41";"DEP";"_T";"_T";"POP";"D";2001;317783
"15";"DEP";"_T";"_T";"POP";"D";2001;150457
"64";"DEP";"_T";"_T";"POP";"D";2001;609605
"52";"DEP";"_T";"_T";"POP";"D";2001;192992
"44";"DEP";"_T";"_T";"POP";"D";2001;1160239
"56";"DEP";"_T";"_T";"POP";"D";2001;656858
"92";"DEP";"_T";"_T";"POP";"D";2001;1457738
"16";"DEP";"_T";"_T";"POP";"D";2001;341959
"83";"DEP";"_T";"_T";"POP";"D";2001;921032
"77";"DEP";"_T";"_T";"POP";"D";2001;1214294
"51";"DEP";"_T";"_T";"POP";"D";2001;565535
"25";"DEP";"_T";"_T";"POP";"D";2001;503929
"79";"DEP";"_T";"_T";"POP";"D";2001;348599
"46";"DEP";"_T";"_T";"POP";"D";2001;162680
"35";"DEP";"_T";"_T";"POP";"D";2001;887423
"32";"DEP";"_T";"_T";"POP";"D";2001;174681
"94";"DEP";"_T";"_T";"POP";"D";2001;1246724
"07";"DEP";"_T";"_T";"POP";"D";2001;291079
"04";"DEP";"_T";"_T";"POP";"D";2001;143574
"95";"DEP";"_T";"_T";"POP";"D";2001;1118301
"59";"DEP";"_T";"_T";"POP";"D";2001;2555959
"90";"DEP";"_T";"_T";"POP";"D";2001;138513
"54";"DEP";"_T";"_T";"POP";"D";2001;717358
"27";"DEP";"_T";"_T";"POP";"D";2001;548502
"18";"DEP";"_T";"_T";"POP";"D";2001;314636
"57";"DEP";"_T";"_T";"POP";"D";2001;1027458
"24";"DEP";"_T";"_T";"POP";"D";2001;392493
"60";"DEP";"_T";"_T";"POP";"D";2001;773713
"50";"DEP";"_T";"_T";"POP";"D";2001;484848
"2A";"DEP";"_T";"_T";"POP";"D";2001;123185
"74";"DEP";"_T";"_T";"POP";"D";2001;648493
"93";"DEP";"_T";"_T";"POP";"D";2001;1411789
"72";"DEP";"_T";"_T";"POP";"D";2001;536156
"30";"DEP";"_T";"_T";"POP";"D";2001;638166
"17";"DEP";"_T";"_T";"POP";"D";2001;567617
"34";"DEP";"_T";"_T";"POP";"D";2001;921521
"36";"DEP";"_T";"_T";"POP";"D";2001;231681
"70";"DEP";"_T";"_T";"POP";"D";2001;231413
"76";"DEP";"_T";"_T";"POP";"D";2001;1240904
"66";"DEP";"_T";"_T";"POP";"D";2001;402045
"21";"DEP";"_T";"_T";"POP";"D";2001;509714
"87";"DEP";"_T";"_T";"POP";"D";2001;357134
"86";"DEP";"_T";"_T";"POP";"D";2001;403958
"89";"DEP";"_T";"_T";"POP";"D";2001;335056
"75";"DEP";"_T";"_T";"POP";"D";2001;2137442
"09";"DEP";"_T";"_T";"POP";"D";2001;139388
"69";"DEP";"_T";"_T";"POP";"D";2001;1601972
"91";"DEP";"_T";"_T";"POP";"D";2001;1151521
"63";"DEP";"_T";"_T";"POP";"D";2001;609162
"01";"DEP";"_T";"_T";"POP";"D";2001;528195
"06";"DEP";"_T";"_T";"POP";"D";2001;1026455
"31";"DEP";"_T";"_T";"POP";"D";2001;1082140
"02";"DEP";"_T";"_T";"POP";"D";2001;536626
"13";"DEP";"_T";"_T";"POP";"D";2001;1860948
"58";"DEP";"_T";"_T";"POP";"D";2001;224569
"23";"DEP";"_T";"_T";"POP";"D";2001;124095
"65";"DEP";"_T";"_T";"POP";"D";2001;223930
"78";"DEP";"_T";"_T";"POP";"D";2001;1365015
"37";"DEP";"_T";"_T";"POP";"D";2001;561151
"48";"DEP";"_T";"_T";"POP";"D";2001;74348
"49";"DEP";"_T";"_T";"POP";"D";2001;742072
"08";"DEP";"_T";"_T";"POP";"D";2001;289041
"42";"DEP";"_T";"_T";"POP";"D";2001;732528
"28";"DEP";"_T";"_T";"POP";"D";2001;411292
"12";"DEP";"_T";"_T";"POP";"D";2001;266369
"26";"DEP";"_T";"_T";"POP";"D";2001;445862
"40";"DEP";"_T";"_T";"POP";"D";2001;336470
"45";"DEP";"_T";"_T";"POP";"D";2001;625235
"73";"DEP";"_T";"_T";"POP";"D";2001;380731
"80";"DEP";"_T";"_T";"POP";"D";2001;558420
"55";"DEP";"_T";"_T";"POP";"D";2001;193019
"47";"DEP";"_T";"_T";"POP";"D";2001;309679
"81";"DEP";"_T";"_T";"POP";"D";2001;348900
"972";"DEP";"_T";"_T";"POP";"D";2001;386542
"68";"DEP";"_T";"_T";"POP";"D";2001;715557
"971";"DEP";"_T";"_T";"POP";"D";2001;390672
"973";"DEP";"_T";"_T";"POP";"D";2001;168614
"39";"DEP";"_T";"_T";"POP";"D";2001;252840
"71";"DEP";"_T";"_T";"POP";"D";2001;546312
"03";"DEP";"_T";"_T";"POP";"D";2001;344551
"53";"DEP";"_T";"_T";"POP";"D";2001;289124
"974";"DEP";"_T";"_T";"POP";"D";2001;729010
"19";"DEP";"_T";"_T";"POP";"D";2001;234567
"14";"DEP";"_T";"_T";"POP";"D";2001;654684
"85";"DEP";"_T";"_T";"POP";"D";2001;554088
"67";"DEP";"_T";"_T";"POP";"D";2001;1040521
"82";"DEP";"_T";"_T";"POP";"D";2001;211134
"61";"DEP";"_T";"_T";"POP";"D";2001;292868
"62";"DEP";"_T";"_T";"POP";"D";2001;1445183
"43";"DEP";"_T";"_T";"POP";"D";2001;211774
"2B";"DEP";"_T";"_T";"POP";"D";2001;146088
"10";"DEP";"_T";"_T";"POP";"D";2001;294310
"973";"DEP";"_T";"_T";"POP";"D";2002;176638
"19";"DEP";"_T";"_T";"POP";"D";2002;235775
"44";"DEP";"_T";"_T";"POP";"D";2002;1174492
"72";"DEP";"_T";"_T";"POP";"D";2002;539720
"88";"DEP";"_T";"_T";"POP";"D";2002;380879
"55";"DEP";"_T";"_T";"POP";"D";2002;193312
"68";"DEP";"_T";"_T";"POP";"D";2002;719749
"47";"DEP";"_T";"_T";"POP";"D";2002;311984
"25";"DEP";"_T";"_T";"POP";"D";2002;506241
"67";"DEP";"_T";"_T";"POP";"D";2002;1048305
"22";"DEP";"_T";"_T";"POP";"D";2002;553556
"93";"DEP";"_T";"_T";"POP";"D";2002;1427204
"78";"DEP";"_T";"_T";"POP";"D";2002;1371107
"90";"DEP";"_T";"_T";"POP";"D";2002;139034
"82";"DEP";"_T";"_T";"POP";"D";2002;214215
"41";"DEP";"_T";"_T";"POP";"D";2002;319144
"29";"DEP";"_T";"_T";"POP";"D";2002;865006
"62";"DEP";"_T";"_T";"POP";"D";2002;1447364
"2A";"DEP";"_T";"_T";"POP";"D";2002;125662
"04";"DEP";"_T";"_T";"POP";"D";2002;145750
"70";"DEP";"_T";"_T";"POP";"D";2002;232305
"81";"DEP";"_T";"_T";"POP";"D";2002;352122
"45";"DEP";"_T";"_T";"POP";"D";2002;629070
"16";"DEP";"_T";"_T";"POP";"D";2002;343012
"53";"DEP";"_T";"_T";"POP";"D";2002;291126
"91";"DEP";"_T";"_T";"POP";"D";2002;1160665
"61";"DEP";"_T";"_T";"POP";"D";2002;293068
"57";"DEP";"_T";"_T";"POP";"D";2002;1029636
"34";"DEP";"_T";"_T";"POP";"D";2002;936987
"02";"DEP";"_T";"_T";"POP";"D";2002;536784
"10";"DEP";"_T";"_T";"POP";"D";2002;295419
"83";"DEP";"_T";"_T";"POP";"D";2002;933602
"65";"DEP";"_T";"_T";"POP";"D";2002;224657
"972";"DEP";"_T";"_T";"POP";"D";2002;389302
"87";"DEP";"_T";"_T";"POP";"D";2002;358988
"64";"DEP";"_T";"_T";"POP";"D";2002;614850
"15";"DEP";"_T";"_T";"POP";"D";2002;150181
"26";"DEP";"_T";"_T";"POP";"D";2002;450214
"30";"DEP";"_T";"_T";"POP";"D";2002;646976
"52";"DEP";"_T";"_T";"POP";"D";2002;191914
"08";"DEP";"_T";"_T";"POP";"D";2002;288520
"77";"DEP";"_T";"_T";"POP";"D";2002;1225780
"974";"DEP";"_T";"_T";"POP";"D";2002;740207
"79";"DEP";"_T";"_T";"POP";"D";2002;350799
"51";"DEP";"_T";"_T";"POP";"D";2002;565782
"49";"DEP";"_T";"_T";"POP";"D";2002;747089
"13";"DEP";"_T";"_T";"POP";"D";2002;1876310
"09";"DEP";"_T";"_T";"POP";"D";2002;140681
"971";"DEP";"_T";"_T";"POP";"D";2002;393024
"38";"DEP";"_T";"_T";"POP";"D";2002;1124185
"69";"DEP";"_T";"_T";"POP";"D";2002;1615116
"84";"DEP";"_T";"_T";"POP";"D";2002;513276
"17";"DEP";"_T";"_T";"POP";"D";2002;573817
"85";"DEP";"_T";"_T";"POP";"D";2002;562222
"12";"DEP";"_T";"_T";"POP";"D";2002;267766
"39";"DEP";"_T";"_T";"POP";"D";2002;253875
"35";"DEP";"_T";"_T";"POP";"D";2002;898909
"48";"DEP";"_T";"_T";"POP";"D";2002;74857
"14";"DEP";"_T";"_T";"POP";"D";2002;658189
"2B";"DEP";"_T";"_T";"POP";"D";2002;148431
"54";"DEP";"_T";"_T";"POP";"D";2002;719199
"32";"DEP";"_T";"_T";"POP";"D";2002;176049
"50";"DEP";"_T";"_T";"POP";"D";2002;486544
"95";"DEP";"_T";"_T";"POP";"D";2002;1125740
"21";"DEP";"_T";"_T";"POP";"D";2002;511197
"07";"DEP";"_T";"_T";"POP";"D";2002;293922
"73";"DEP";"_T";"_T";"POP";"D";2002;385099
"05";"DEP";"_T";"_T";"POP";"D";2002;125287
"56";"DEP";"_T";"_T";"POP";"D";2002;664294
"46";"DEP";"_T";"_T";"POP";"D";2002;164076
"59";"DEP";"_T";"_T";"POP";"D";2002;2558213
"03";"DEP";"_T";"_T";"POP";"D";2002;344355
"24";"DEP";"_T";"_T";"POP";"D";2002;394747
"40";"DEP";"_T";"_T";"POP";"D";2002;341456
"36";"DEP";"_T";"_T";"POP";"D";2002;231866
"66";"DEP";"_T";"_T";"POP";"D";2002;407931
"43";"DEP";"_T";"_T";"POP";"D";2002;213246
"06";"DEP";"_T";"_T";"POP";"D";2002;1035271
"71";"DEP";"_T";"_T";"POP";"D";2002;547138
"01";"DEP";"_T";"_T";"POP";"D";2002;535616
"80";"DEP";"_T";"_T";"POP";"D";2002;559920
"92";"DEP";"_T";"_T";"POP";"D";2002;1473080
"11";"DEP";"_T";"_T";"POP";"D";2002;321972
"28";"DEP";"_T";"_T";"POP";"D";2002;413125
"60";"DEP";"_T";"_T";"POP";"D";2002;777612
"74";"DEP";"_T";"_T";"POP";"D";2002;657725
"33";"DEP";"_T";"_T";"POP";"D";2002;1330095
"18";"DEP";"_T";"_T";"POP";"D";2002;314887
"23";"DEP";"_T";"_T";"POP";"D";2002;123953
"75";"DEP";"_T";"_T";"POP";"D";2002;2145472
"42";"DEP";"_T";"_T";"POP";"D";2002;734267
"58";"DEP";"_T";"_T";"POP";"D";2002;224139
"89";"DEP";"_T";"_T";"POP";"D";2002;335963
"76";"DEP";"_T";"_T";"POP";"D";2002;1241888
"31";"DEP";"_T";"_T";"POP";"D";2002;1102414
"37";"DEP";"_T";"_T";"POP";"D";2002;564886
"94";"DEP";"_T";"_T";"POP";"D";2002;1256515
"63";"DEP";"_T";"_T";"POP";"D";2002;612018
"86";"DEP";"_T";"_T";"POP";"D";2002;406832
"27";"DEP";"_T";"_T";"POP";"D";2002;552211
"51";"DEP";"_T";"_T";"POP";"D";2003;565830
"75";"DEP";"_T";"_T";"POP";"D";2003;2154521
"58";"DEP";"_T";"_T";"POP";"D";2003;223605
"24";"DEP";"_T";"_T";"POP";"D";2003;396905
"77";"DEP";"_T";"_T";"POP";"D";2003;1237515
"73";"DEP";"_T";"_T";"POP";"D";2003;389544
"94";"DEP";"_T";"_T";"POP";"D";2003;1266690
"42";"DEP";"_T";"_T";"POP";"D";2003;735780
"22";"DEP";"_T";"_T";"POP";"D";2003;557831
"36";"DEP";"_T";"_T";"POP";"D";2003;232155
"971";"DEP";"_T";"_T";"POP";"D";2003;394881
"95";"DEP";"_T";"_T";"POP";"D";2003;1133014
"40";"DEP";"_T";"_T";"POP";"D";2003;346620
"29";"DEP";"_T";"_T";"POP";"D";2003;869205
"28";"DEP";"_T";"_T";"POP";"D";2003;415032
"08";"DEP";"_T";"_T";"POP";"D";2003;287820
"27";"DEP";"_T";"_T";"POP";"D";2003;555822
"81";"DEP";"_T";"_T";"POP";"D";2003;355243
"68";"DEP";"_T";"_T";"POP";"D";2003;723685
"13";"DEP";"_T";"_T";"POP";"D";2003;1891344
"17";"DEP";"_T";"_T";"POP";"D";2003;579877
"05";"DEP";"_T";"_T";"POP";"D";2003;126721
"11";"DEP";"_T";"_T";"POP";"D";2003;326491
"93";"DEP";"_T";"_T";"POP";"D";2003;1442929
"33";"DEP";"_T";"_T";"POP";"D";2003;1345768
"62";"DEP";"_T";"_T";"POP";"D";2003;1448757
"01";"DEP";"_T";"_T";"POP";"D";2003;543136
"71";"DEP";"_T";"_T";"POP";"D";2003;547532
"57";"DEP";"_T";"_T";"POP";"D";2003;1031421
"53";"DEP";"_T";"_T";"POP";"D";2003;293122
"83";"DEP";"_T";"_T";"POP";"D";2003;946272
"61";"DEP";"_T";"_T";"POP";"D";2003;293158
"23";"DEP";"_T";"_T";"POP";"D";2003;123797
"72";"DEP";"_T";"_T";"POP";"D";2003;543037
"85";"DEP";"_T";"_T";"POP";"D";2003;570651
"50";"DEP";"_T";"_T";"POP";"D";2003;488260
"2B";"DEP";"_T";"_T";"POP";"D";2003;150929
"92";"DEP";"_T";"_T";"POP";"D";2003;1488605
"19";"DEP";"_T";"_T";"POP";"D";2003;236805
"88";"DEP";"_T";"_T";"POP";"D";2003;380639
"45";"DEP";"_T";"_T";"POP";"D";2003;633019
"30";"DEP";"_T";"_T";"POP";"D";2003;655892
"84";"DEP";"_T";"_T";"POP";"D";2003;518320
"04";"DEP";"_T";"_T";"POP";"D";2003;147970
"46";"DEP";"_T";"_T";"POP";"D";2003;165493
"60";"DEP";"_T";"_T";"POP";"D";2003;781462
"44";"DEP";"_T";"_T";"POP";"D";2003;1189157
"14";"DEP";"_T";"_T";"POP";"D";2003;661498
"03";"DEP";"_T";"_T";"POP";"D";2003;344005
"35";"DEP";"_T";"_T";"POP";"D";2003;910367
"82";"DEP";"_T";"_T";"POP";"D";2003;217292
"59";"DEP";"_T";"_T";"POP";"D";2003;2559871
"38";"DEP";"_T";"_T";"POP";"D";2003;1135080
"70";"DEP";"_T";"_T";"POP";"D";2003;233209
"69";"DEP";"_T";"_T";"POP";"D";2003;1628151
"34";"DEP";"_T";"_T";"POP";"D";2003;952865
"87";"DEP";"_T";"_T";"POP";"D";2003;360749
"32";"DEP";"_T";"_T";"POP";"D";2003;177185
"48";"DEP";"_T";"_T";"POP";"D";2003;75314
"90";"DEP";"_T";"_T";"POP";"D";2003;139550
"15";"DEP";"_T";"_T";"POP";"D";2003;150118
"56";"DEP";"_T";"_T";"POP";"D";2003;671846
"76";"DEP";"_T";"_T";"POP";"D";2003;1242102
"09";"DEP";"_T";"_T";"POP";"D";2003;142043
"63";"DEP";"_T";"_T";"POP";"D";2003;614688
"79";"DEP";"_T";"_T";"POP";"D";2003;352970
"86";"DEP";"_T";"_T";"POP";"D";2003;409731
"67";"DEP";"_T";"_T";"POP";"D";2003;1055890
"41";"DEP";"_T";"_T";"POP";"D";2003;320536
"02";"DEP";"_T";"_T";"POP";"D";2003;536651
"10";"DEP";"_T";"_T";"POP";"D";2003;296294
"64";"DEP";"_T";"_T";"POP";"D";2003;620208
"65";"DEP";"_T";"_T";"POP";"D";2003;225411
"80";"DEP";"_T";"_T";"POP";"D";2003;560966
"91";"DEP";"_T";"_T";"POP";"D";2003;1169540
"26";"DEP";"_T";"_T";"POP";"D";2003;454702
"49";"DEP";"_T";"_T";"POP";"D";2003;751708
"66";"DEP";"_T";"_T";"POP";"D";2003;413956
"74";"DEP";"_T";"_T";"POP";"D";2003;667160
"55";"DEP";"_T";"_T";"POP";"D";2003;193321
"78";"DEP";"_T";"_T";"POP";"D";2003;1377260
"16";"DEP";"_T";"_T";"POP";"D";2003;343894
"2A";"DEP";"_T";"_T";"POP";"D";2003;128098
"972";"DEP";"_T";"_T";"POP";"D";2003;391676
"974";"DEP";"_T";"_T";"POP";"D";2003;750840
"52";"DEP";"_T";"_T";"POP";"D";2003;190907
"07";"DEP";"_T";"_T";"POP";"D";2003;296960
"25";"DEP";"_T";"_T";"POP";"D";2003;508532
"43";"DEP";"_T";"_T";"POP";"D";2003;214595
"54";"DEP";"_T";"_T";"POP";"D";2003;720638
"12";"DEP";"_T";"_T";"POP";"D";2003;269114
"37";"DEP";"_T";"_T";"POP";"D";2003;568765
"973";"DEP";"_T";"_T";"POP";"D";2003;184792
"06";"DEP";"_T";"_T";"POP";"D";2003;1044429
"89";"DEP";"_T";"_T";"POP";"D";2003;337029
"39";"DEP";"_T";"_T";"POP";"D";2003;254691
"47";"DEP";"_T";"_T";"POP";"D";2003;314421
"21";"DEP";"_T";"_T";"POP";"D";2003;512591
"31";"DEP";"_T";"_T";"POP";"D";2003;1122778
"18";"DEP";"_T";"_T";"POP";"D";2003;314781
"93";"DEP";"_T";"_T";"POP";"D";2004;1458081
"2B";"DEP";"_T";"_T";"POP";"D";2004;153359
"32";"DEP";"_T";"_T";"POP";"D";2004;178515
"55";"DEP";"_T";"_T";"POP";"D";2004;193376
"49";"DEP";"_T";"_T";"POP";"D";2004;756253
"95";"DEP";"_T";"_T";"POP";"D";2004;1140328
"31";"DEP";"_T";"_T";"POP";"D";2004;1143706
"38";"DEP";"_T";"_T";"POP";"D";2004;1145897
"60";"DEP";"_T";"_T";"POP";"D";2004;785007
"972";"DEP";"_T";"_T";"POP";"D";2004;393852
"62";"DEP";"_T";"_T";"POP";"D";2004;1449510
"23";"DEP";"_T";"_T";"POP";"D";2004;123561
"10";"DEP";"_T";"_T";"POP";"D";2004;297154
"16";"DEP";"_T";"_T";"POP";"D";2004;344708
"83";"DEP";"_T";"_T";"POP";"D";2004;958745
"94";"DEP";"_T";"_T";"POP";"D";2004;1276157
"09";"DEP";"_T";"_T";"POP";"D";2004;143371
"87";"DEP";"_T";"_T";"POP";"D";2004;362522
"79";"DEP";"_T";"_T";"POP";"D";2004;354914
"84";"DEP";"_T";"_T";"POP";"D";2004;523398
"54";"DEP";"_T";"_T";"POP";"D";2004;721734
"61";"DEP";"_T";"_T";"POP";"D";2004;293052
"18";"DEP";"_T";"_T";"POP";"D";2004;314490
"13";"DEP";"_T";"_T";"POP";"D";2004;1905689
"2A";"DEP";"_T";"_T";"POP";"D";2004;130613
"65";"DEP";"_T";"_T";"POP";"D";2004;226132
"45";"DEP";"_T";"_T";"POP";"D";2004;636707
"34";"DEP";"_T";"_T";"POP";"D";2004;968476
"64";"DEP";"_T";"_T";"POP";"D";2004;625669
"71";"DEP";"_T";"_T";"POP";"D";2004;547660
"39";"DEP";"_T";"_T";"POP";"D";2004;255536
"973";"DEP";"_T";"_T";"POP";"D";2004;193167
"26";"DEP";"_T";"_T";"POP";"D";2004;459076
"03";"DEP";"_T";"_T";"POP";"D";2004;343547
"56";"DEP";"_T";"_T";"POP";"D";2004;679372
"90";"DEP";"_T";"_T";"POP";"D";2004;140157
"24";"DEP";"_T";"_T";"POP";"D";2004;398994
"72";"DEP";"_T";"_T";"POP";"D";2004;546270
"57";"DEP";"_T";"_T";"POP";"D";2004;1032634
"08";"DEP";"_T";"_T";"POP";"D";2004;287136
"85";"DEP";"_T";"_T";"POP";"D";2004;578974
"46";"DEP";"_T";"_T";"POP";"D";2004;166873
"44";"DEP";"_T";"_T";"POP";"D";2004;1203474
"07";"DEP";"_T";"_T";"POP";"D";2004;300021
"21";"DEP";"_T";"_T";"POP";"D";2004;514022
"974";"DEP";"_T";"_T";"POP";"D";2004;761630
"40";"DEP";"_T";"_T";"POP";"D";2004;351827
"01";"DEP";"_T";"_T";"POP";"D";2004;550939
"22";"DEP";"_T";"_T";"POP";"D";2004;562226
"88";"DEP";"_T";"_T";"POP";"D";2004;380392
"42";"DEP";"_T";"_T";"POP";"D";2004;737297
"14";"DEP";"_T";"_T";"POP";"D";2004;664769
"51";"DEP";"_T";"_T";"POP";"D";2004;565512
"27";"DEP";"_T";"_T";"POP";"D";2004;559393
"52";"DEP";"_T";"_T";"POP";"D";2004;189795
"81";"DEP";"_T";"_T";"POP";"D";2004;358395
"02";"DEP";"_T";"_T";"POP";"D";2004;536464
"91";"DEP";"_T";"_T";"POP";"D";2004;1178214
"19";"DEP";"_T";"_T";"POP";"D";2004;237823
"43";"DEP";"_T";"_T";"POP";"D";2004;216165
"48";"DEP";"_T";"_T";"POP";"D";2004;75784
"47";"DEP";"_T";"_T";"POP";"D";2004;316872
"58";"DEP";"_T";"_T";"POP";"D";2004;223050
"70";"DEP";"_T";"_T";"POP";"D";2004;233991
"86";"DEP";"_T";"_T";"POP";"D";2004;412316
"15";"DEP";"_T";"_T";"POP";"D";2004;149944
"28";"DEP";"_T";"_T";"POP";"D";2004;416808
"69";"DEP";"_T";"_T";"POP";"D";2004;1640876
"41";"DEP";"_T";"_T";"POP";"D";2004;321808
"89";"DEP";"_T";"_T";"POP";"D";2004;337724
"53";"DEP";"_T";"_T";"POP";"D";2004;294813
"63";"DEP";"_T";"_T";"POP";"D";2004;617448
"78";"DEP";"_T";"_T";"POP";"D";2004;1383145
"06";"DEP";"_T";"_T";"POP";"D";2004;1053182
"66";"DEP";"_T";"_T";"POP";"D";2004;419820
"05";"DEP";"_T";"_T";"POP";"D";2004;128067
"04";"DEP";"_T";"_T";"POP";"D";2004;150051
"25";"DEP";"_T";"_T";"POP";"D";2004;510794
"76";"DEP";"_T";"_T";"POP";"D";2004;1242398
"80";"DEP";"_T";"_T";"POP";"D";2004;561938
"12";"DEP";"_T";"_T";"POP";"D";2004;270275
"17";"DEP";"_T";"_T";"POP";"D";2004;586082
"73";"DEP";"_T";"_T";"POP";"D";2004;393868
"971";"DEP";"_T";"_T";"POP";"D";2004;396992
"75";"DEP";"_T";"_T";"POP";"D";2004;2161932
"36";"DEP";"_T";"_T";"POP";"D";2004;232211
"33";"DEP";"_T";"_T";"POP";"D";2004;1361225
"29";"DEP";"_T";"_T";"POP";"D";2004;873568
"77";"DEP";"_T";"_T";"POP";"D";2004;1248865
"50";"DEP";"_T";"_T";"POP";"D";2004;489608
"82";"DEP";"_T";"_T";"POP";"D";2004;220316
"67";"DEP";"_T";"_T";"POP";"D";2004;1063274
"68";"DEP";"_T";"_T";"POP";"D";2004;727871
"35";"DEP";"_T";"_T";"POP";"D";2004;921911
"11";"DEP";"_T";"_T";"POP";"D";2004;331267
"92";"DEP";"_T";"_T";"POP";"D";2004;1503568
"59";"DEP";"_T";"_T";"POP";"D";2004;2561038
"37";"DEP";"_T";"_T";"POP";"D";2004;572255
"74";"DEP";"_T";"_T";"POP";"D";2004;676755
"30";"DEP";"_T";"_T";"POP";"D";2004;664622
"07";"DEP";"_T";"_T";"POP";"D";2005;303117
"88";"DEP";"_T";"_T";"POP";"D";2005;380266
"06";"DEP";"_T";"_T";"POP";"D";2005;1063500
"05";"DEP";"_T";"_T";"POP";"D";2005;129453
"69";"DEP";"_T";"_T";"POP";"D";2005;1655211
"79";"DEP";"_T";"_T";"POP";"D";2005;357319
"89";"DEP";"_T";"_T";"POP";"D";2005;338983
"42";"DEP";"_T";"_T";"POP";"D";2005;739393
"21";"DEP";"_T";"_T";"POP";"D";2005;515829
"48";"DEP";"_T";"_T";"POP";"D";2005;76298
"78";"DEP";"_T";"_T";"POP";"D";2005;1389456
"36";"DEP";"_T";"_T";"POP";"D";2005;232612
"82";"DEP";"_T";"_T";"POP";"D";2005;223732
"85";"DEP";"_T";"_T";"POP";"D";2005;588101
"76";"DEP";"_T";"_T";"POP";"D";2005;1243361
"12";"DEP";"_T";"_T";"POP";"D";2005;271979
"17";"DEP";"_T";"_T";"POP";"D";2005;592640
"32";"DEP";"_T";"_T";"POP";"D";2005;179995
"43";"DEP";"_T";"_T";"POP";"D";2005;217820
"75";"DEP";"_T";"_T";"POP";"D";2005;2172186
"10";"DEP";"_T";"_T";"POP";"D";2005;298483
"44";"DEP";"_T";"_T";"POP";"D";2005;1218810
"38";"DEP";"_T";"_T";"POP";"D";2005;1157903
"62";"DEP";"_T";"_T";"POP";"D";2005;1451727
"45";"DEP";"_T";"_T";"POP";"D";2005;641169
"40";"DEP";"_T";"_T";"POP";"D";2005;357544
"52";"DEP";"_T";"_T";"POP";"D";2005;188817
"77";"DEP";"_T";"_T";"POP";"D";2005;1261010
"71";"DEP";"_T";"_T";"POP";"D";2005;548667
"02";"DEP";"_T";"_T";"POP";"D";2005;536798
"2A";"DEP";"_T";"_T";"POP";"D";2005;133128
"35";"DEP";"_T";"_T";"POP";"D";2005;933885
"49";"DEP";"_T";"_T";"POP";"D";2005;761529
"72";"DEP";"_T";"_T";"POP";"D";2005;550067
"15";"DEP";"_T";"_T";"POP";"D";2005;149830
"972";"DEP";"_T";"_T";"POP";"D";2005;395982
"24";"DEP";"_T";"_T";"POP";"D";2005;401607
"54";"DEP";"_T";"_T";"POP";"D";2005;723797
"11";"DEP";"_T";"_T";"POP";"D";2005;336237
"34";"DEP";"_T";"_T";"POP";"D";2005;985113
"18";"DEP";"_T";"_T";"POP";"D";2005;314642
"60";"DEP";"_T";"_T";"POP";"D";2005;789012
"53";"DEP";"_T";"_T";"POP";"D";2005;296884
"84";"DEP";"_T";"_T";"POP";"D";2005;529035
"03";"DEP";"_T";"_T";"POP";"D";2005;343558
"29";"DEP";"_T";"_T";"POP";"D";2005;878532
"28";"DEP";"_T";"_T";"POP";"D";2005;418968
"63";"DEP";"_T";"_T";"POP";"D";2005;620571
