;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO801887;MINISTERE;Ministère auprès du ministre de la transition écologique et de la cohésion des territoires, chargé des transports;auprès du ministre de la transition écologique et de la cohésion des territoires, chargé des transports;Transports;TRANS;;2022-07-05;;;PO791579
