;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO791607;MINISTERE;Ministère du travail, du plein emploi et de l’insertion;du travail, du plein emploi et de l’insertion;Travail, plein emploi et insertion;MTR;;2022-05-21;;;PO791579
