;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1]
;PO825320;CNPE;Commission d’enquête relative à l’identification des défaillances de fonctionnement au sein des fédérations françaises de sport et des organismes de gouvernance du monde sportif en tant qu’elles ont délégation de service public;;CE fédérations françaises de sport;CEFEDESPO;;2023-06-20;;;;;5ème République;16;;;
