;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO773430;MINISTERE;Ministère auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ville;auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargée de la ville;Ville;VIL;;2020-07-07;;2022-03-05;PO773371
