;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO791625;MINISTERE;Ministère auprès de la Première ministre, chargé des relations avec le Parlement et de la vie démocratique;auprès de la Première ministre, chargé des relations avec le Parlement et de la vie démocratique;Relations avec le Parlement et vie démocratique;PRMRP;;2022-05-21;;2022-07-04;PO791579
