;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1]
;PO815702;MISINFO;Mission d’information sur l’évaluation de l’impact de la loi n° 2018-515 du 27 juin 2018 pour un nouveau pacte ferroviaire;;apploi pacte ferroviaire;PACTFERROV;;2023-01-18;;2023-05-10;PO419865;;5ème République;16;;;
