;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO774086;MINISTERE;Secrétariat d'État auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ruralité;auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ruralité;Ruralité;RURAL;;2020-07-27;;2022-03-05;PO773371
