;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];organes[1]/organeRef[3];organes[1]/organeRef[4];organes[1]/organeRef[5];organes[1]/organeRef[6];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM815398;PA795664;16;MINISTERE;2023-01-12;;;1;1;;en mission;en mission;en mission;;PO791591;PO791611;PO791629;PO801867;PO801875;PO801877;Soutien à l'investissement dans les startups, les petites et moyennes entreprises innovantes et les petites et moyennes entreprises en croissance;;
