;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM762967;PA712014;15;MINISTERE;2019-02-25;2019-02-26;2019-08-25;1;1;;en mission;en mission;en mission;;PO729976;La contribution des acteurs territoriaux à la priorité africaine de la diplomatie française;;
