;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];organes[1]/organeRef[3];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM823019;PA712014;16;MINISTERE;2023-04-13;;;1;1;;en mission;en mission;en mission;;PO791591;PO791599;PO801854;Suivi du phénomène de retrait-gonflement des argiles, en particulier le soutien à apporter aux plus modestes, la prévention et l'information des élus et sinistrés;;
