;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM768640;PA721150;15;MINISTERE;2019-12-05;2019-12-06;2020-06-04;1;1;;en mission;en mission;en mission;;PO729982;PO766505;L'évaluation des meilleures pratiques en matière de finance verte et d'organisation des places financières dans l'Union européenne;;
