;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];suppleants[1]
;PM802266;PA720170;16;COMNL;2022-07-13;2022-07-13;2022-08-04;24;1;;Titulaire;Membre titulaire;Membre titulaire;;PO271850;
