;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1]
;PM709041;PA609590;14;CMP;2015-07-15;2015-07-16;2015-07-16;16;1;;Rapporteur;Rapporteur;Rapporteure;;PO708938
