;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM751900;PA722054;15;MISINFO;2018-02-21;;2020-07-06;15;0;;Rapporteur;"Rapporteur sur ""Le financement et le suivi de la mise en oeuvre des programmes de rénovation urbaine""";"Rapporteure sur ""Le financement et le suivi de la mise en oeuvre des programmes de rénovation urbaine""";;PO746398;;;
