;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1]
;PM738090;PA719874;15;ORGEXTPARL;2017-10-05;2017-10-06;2022-06-21;30;1;;Suppléant;Membre suppléant;Membre suppléante;;PO702822
