;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];organes[1]/organeRef[3];organes[1]/organeRef[4];organes[1]/organeRef[5];organes[1]/organeRef[6];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM786852;PA718962;15;MINISTERE;2021-10-28;2021-10-29;2022-03-29;1;1;;en mission;en mission;en mission;;PO773376;PO773378;PO773396;PO773414;PO773432;PO774070;Les mobilités actives dans la lutte contre la perte d'autonomie;;
