;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];organes[1]/organeRef[3];organes[1]/organeRef[4];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM786854;PA606639;15;MINISTERE;2021-10-11;;2022-03-05;1;1;;en mission;en mission;en mission;;PO773384;PO773390;PO773426;PO773430;Les dispositifs de médiation sociale;PM789978;
