;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM701058;PA267336;14;MISINFOPRE;2013-12-04;2013-12-05;2014-05-14;8;1;;Secrétaire;Secrétaire;Secrétaire;;PO698717;;;
