;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM758422;PA721710;15;MINISTERE;2018-07-26;2018-07-27;2019-01-25;1;1;;en mission;en mission;en mission;;PO729979;mission temporaire ayant pour objet lՎvaluation de la politique de protection maternelle et infantile.;;
