;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM760051;PA721498;15;MINISTERE;2018-10-17;;2018-12-24;1;1;;en mission;en mission;en mission;;PO729982;PO759777;Evolution de l'éducation routière;;PM758709
