;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM822043;PA267336;16;MINISTERE;2023-03-17;;;1;1;;en mission;en mission;en mission;;PO791599;PO806326;Les nouveaux enjeux du développement des territoires de montagne;;
