;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];suppleants[1];suppleants[1]/suppleant[1];suppleants[1]/suppleant[1]/dateDebut[1];suppleants[1]/suppleant[1]/dateFin[1];suppleants[1]/suppleant[1]/suppleantRef[1];chambre[1];election[1];election[1]/lieu[1];election[1]/lieu[1]/region[1];election[1]/lieu[1]/regionType[1];election[1]/lieu[1]/departement[1];election[1]/lieu[1]/numDepartement[1];election[1]/lieu[1]/numCirco[1];election[1]/causeMandat[1];election[1]/refCirconscription[1];mandature[1];mandature[1]/datePriseFonction[1];mandature[1]/causeFin[1];mandature[1]/premiereElection[1];mandature[1]/placeHemicycle[1];mandature[1]/mandatRemplaceRef[1];collaborateurs[1];collaborateurs[1]/collaborateur[1];collaborateurs[1]/collaborateur[1]/qualite[1];collaborateurs[1]/collaborateur[1]/prenom[1];collaborateurs[1]/collaborateur[1]/nom[1];collaborateurs[1]/collaborateur[1]/dateDebut[1];collaborateurs[1]/collaborateur[1]/dateFin[1];collaborateurs[1]/collaborateur[2];collaborateurs[1]/collaborateur[2]/qualite[1];collaborateurs[1]/collaborateur[2]/prenom[1];collaborateurs[1]/collaborateur[2]/nom[1];collaborateurs[1]/collaborateur[2]/dateDebut[1];collaborateurs[1]/collaborateur[2]/dateFin[1];collaborateurs[1]/collaborateur[3];collaborateurs[1]/collaborateur[3]/qualite[1];collaborateurs[1]/collaborateur[3]/prenom[1];collaborateurs[1]/collaborateur[3]/nom[1];collaborateurs[1]/collaborateur[3]/dateDebut[1];collaborateurs[1]/collaborateur[3]/dateFin[1];collaborateurs[1]/collaborateur[4];collaborateurs[1]/collaborateur[4]/qualite[1];collaborateurs[1]/collaborateur[4]/prenom[1];collaborateurs[1]/collaborateur[4]/nom[1];collaborateurs[1]/collaborateur[4]/dateDebut[1];collaborateurs[1]/collaborateur[4]/dateFin[1]
;PM796419;PA605745;16;ASSEMBLEE;2022-06-19;;;50;1;;membre;membre;membre;;PO791932;;;2022-06-19;;PA793584;;;;Centre-Val de Loire;Métropolitain;Cher;18;2;élections générales;PO792884;;2022-06-22;;1;513;;;;Mme;Isabelle;Auclin;;;;M.;Théo;Kececioglu;;;;M.;Jean-Jacques;Boujot;;;;M.;Romain;Troussel-Lamoureux;;
