;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];suppleants[1]
;PM688428;PA609520;14;COMNL;2013-01-22;2013-01-23;2013-07-14;2;1;;Membre de droit du Bureau;Membre de droit du Bureau;Membre de droit du Bureau;;PO420375;
