;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];suppleants[1]
;PM701061;PA609590;14;COMNL;2014-04-23;2014-04-24;2015-01-14;19;1;;Membre de droit;Membre de droit;Membre de droit;;PO420375;
