;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];suppleants[1];chambre[1];election[1];election[1]/lieu[1];election[1]/lieu[1]/region[1];election[1]/lieu[1]/regionType[1];election[1]/lieu[1]/departement[1];election[1]/lieu[1]/numDepartement[1];election[1]/lieu[1]/numCirco[1];election[1]/causeMandat[1];election[1]/refCirconscription[1];mandature[1];mandature[1]/datePriseFonction[1];mandature[1]/causeFin[1];mandature[1]/premiereElection[1];mandature[1]/placeHemicycle[1];mandature[1]/mandatRemplaceRef[1];collaborateurs[1]
;PM779695;PA721760;15;ASSEMBLEE;2017-06-18;;2022-06-21;50;1;;membre;membre;membre;;PO717460;;;;;Ile-de-France;Métropolitain;Paris;75;11;remplacement d'un député décédé;PO718214;;2021-01-13;Fin de législature;0;262;;
