;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1]
;PM698033;PA266788;14;CMP;2013-10-22;2013-10-23;2013-11-21;20;1;;Titulaire;Membre titulaire;Membre titulaire;;PO697534
