;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM692609;PA642788;14;MINISTERE;2013-03-11;2013-03-12;2013-08-01;1;1;;en mission;en mission;en mission;;PO653252;Filière du sang;;
