;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM772925;PA721262;15;MINISTERE;2020-06-24;;2020-07-06;1;1;;en mission;en mission;en mission;;PO730017;La place des outre-mer dans l'environnement régional dans le contexte de la pandémie du covid-19;PM773788;
