;uid[1];acteurRef[1];legislature[1];typeOrgane[1];dateDebut[1];datePublication[1];dateFin[1];preseance[1];nominPrincipale[1];infosQualite[1];infosQualite[1]/codeQualite[1];infosQualite[1]/libQualite[1];infosQualite[1]/libQualiteSex[1];organes[1];organes[1]/organeRef[1];organes[1]/organeRef[2];libelle[1];missionSuivanteRef[1];missionPrecedenteRef[1]
;PM758709;PA721498;15;MINISTERE;2018-08-03;2018-08-03;2018-10-16;1;1;;en mission;en mission;en mission;;PO729937;PO729982;Evolution de l'éducation routière;PM760051;
